Pesquisador,Departamento,Titulo do artigo,Ano de Publicação,País de publicação,DOI,Titulo do periódico/revista,ISSN,Volume,Fascículo,Série,Página inicial,Página final,Local de publicação,Autores,Ínicio
124,Zoologia,"Spatial distribution, mobility, gregariousness, and defensive behavior in a Brazilian cave harvestman Goniosoma albiscriptum (Arachnida, Opiliones, Laniatores)",2004,,10.1163/1570756042484674,Animal Biology (Print),15707555,54,,3,221,235,Holanda,"WILLEMART, R. H.;WILLEMART, R;Willemart, Rodrigo H.;WILLEMART, R.H.;WILLEMART, RODRIGO H;WILLEMART, RODRIGO HIRATA ;GNASPINI, Pedro",2016
124,Zoologia,"Sexual coercion does not exclude luring behaviour in the climbing camel-spider Oltacola chacoensis (Arachnida, Solifugae, Ammotrechidae)",2007,,10.1007/s10164-006-0201-y,Journal of Ethology,2890771,25,1,,29,39,Japão,"PERETTI, A. V. ;WILLEMART, R. H.;WILLEMART, R;Willemart, Rodrigo H.;WILLEMART, R.H.;WILLEMART, RODRIGO H;WILLEMART, RODRIGO HIRATA",2016
124,Zoologia,"THE SPIDER ENOPLOCTENUS CYCLOTHORAX (ARANEAE, CTENIDAE) AVOIDS PREYING ON THE HARVESTMAN MISCHONYX CUSPIDATUS (OPILIONES, GONYLEPTIDAE)",2006,,10.1636/s05-70.1,The Journal of Arachnology,1618202,34,3,3,649,652,Estados Unidos,"WILLEMART, R. H.;WILLEMART, R;Willemart, Rodrigo H.;WILLEMART, R.H.;WILLEMART, RODRIGO H;WILLEMART, RODRIGO HIRATA ;PELLEGATTI-FRANCO, F.",2016
124,Zoologia,"An ethological approach to a SEM survey on sensory structures and tegumental gland openings of two Neotropical harvestmen (Arachnida, Opiliones, Gonyleptidae)",2007,,10.1080/11250000601090529,The Italian Journal of Zoology (Modena),11250003,74,,1,39,54,Italia,"WILLEMART, R. H.;WILLEMART, R;Willemart, Rodrigo H.;WILLEMART, R.H.;WILLEMART, RODRIGO H;WILLEMART, RODRIGO HIRATA ;CHELINI, M.C. ;ANDRADE, Renata de ;GNASPINI, Pedro",2016
124,Zoologia,"Behavioral roles of the sexually dimorphic structures in the male harvestman, Phalangium opilio (Opiliones, Phalangiidae)",2006,,10.1139/Z06-173,Canadian Journal of Zoology (Print),84301,84,12,,1763,1774,Canada,"WILLEMART, R. H.;WILLEMART, R;Willemart, Rodrigo H.;WILLEMART, R.H.;WILLEMART, RODRIGO H;WILLEMART, RODRIGO HIRATA ;FARINE, J. P. ;PERETTI, A.V. ;GNASPINI, Pedro",2016
124,Zoologia,Experimental demonstration of close-range olfaction and contact chemoreception in the Brazilian harvestman Iporangaia pustulosa,2007,,10.1111/j.1570-7458.2007.00527.x,Entomologia Experimentalis et Applicata (Print),138703,123,,,73,79,Holanda,"WILLEMART, R. H.;WILLEMART, R;Willemart, Rodrigo H.;WILLEMART, R.H.;WILLEMART, RODRIGO H;WILLEMART, RODRIGO HIRATA ;CHELINI, M.C.",2016
124,Zoologia,"Sensory biology of Phalangida harvestmen (Arachnida, Opiliones): a review, with new morphological data on 18 species",2009,,10.1111/j.1463-6395.2008.00341.x,Acta Zoologica (Stockholm),17272,90,,,209,227,,"WILLEMART, R. H.;WILLEMART, R;Willemart, Rodrigo H.;WILLEMART, R.H.;WILLEMART, RODRIGO H;WILLEMART, RODRIGO HIRATA ;FARINE, J. P. ;GNASPINI, Pedro",2016
124,Zoologia,"Sexually dimorphic legs in a neotropical harvestman (Arachnida, Opiliones): ornament or weapon?",2009,,10.1016/j.beproc.2008.09.006,Behavioural Processes (Print),3766357,80,,1,51,59,,"WILLEMART, R. H. ;OSSES, Francini ;CHELINI, M.C. ;Macías-Ordóñez, R. ;MACHADO, Glauco",2016
124,Zoologia,"Costs and benefits of freezing behaviour in the harvestman Eumesosoma roeweri (Arachnida, Opiliones)",2009,,10.1016/j.beproc.2009.06.001,Behavioural Processes (Print),3766357,82,,2,153,159,,"CHELINI, M.C. ;WILLEMART, R. H. ;HEBETS, E.",2016
124,Zoologia,"A scanning electron microscopic survey of the cuticle in Cyphophthalmi (Arachnida, Opiliones) with the description of novel sensory and glandular structures",2010,,10.1007/s00435-010-0110-z,Zoomorphology (Berlin. Print),0720213X,129,,,175,183,,"Willemart, Rodrigo H. ;Giribet, Gonzalo",2016
124,Zoologia,"Harvest-ironman: heavy armature, and not its defensive secretions, protects a harvestman against a spider",2011,,10.1016/j.anbehav.2010.09.023,Animal Behaviour,33472,81,,,127,133,,"Souza, Elene da Silva ;Willemart, Rodrigo H.",2016
124,Zoologia,"A sticky situation: solifugids (Arachnida, Solifugae) use adhesive organs on their pedipalps for prey capture",2011,,10.1007/s10164-010-0222-4,Journal of Ethology,2890771,29,,,177,180,,"Willemart, Rodrigo H. ;Santer, Roger D. ;Spence, Andrew J. ;Hebets, Eileen A.",2016
124,Zoologia,"Sexually dimorphic tegumental gland openings in Laniatores (Arachnida, Opiliones), with new data on 23 species",2009,,10.1002/jmor.10822,Journal of Morphology (1931. Print),3622525,,,,,,,"WILLEMART, R. H. ;Pérez González, A. ;FARINE, J. P. ;GNASPINI, Pedro",2016
124,Zoologia,"Caves as a Winter Refuge by a Neotropical Harvestman (Arachnida, Opiliones)",2011,,10.1007/s10905-011-9264-x,Journal of Insect Behavior,8927553,24,,5,10.1007/s10905x,,,"Chelini, Marie-Claire ;Willemart, Rodrigo H. ;GNASPINI, Pedro",2016
124,Zoologia,"Sexual Differences in the Behavior of the Harvestman Leiobunum vittatum (Opiliones, Sclerosomatidae) Towards Conspecific Cues",2011,,10.1007/s10905-011-9268-6,Journal of Insect Behavior,8927553,,,5,10.1007/s10905-,,,"WILLEMART, R. H. ;Hebets, E. A.",2016
124,Zoologia,Does Evolution matter?: a case study in Brazil of the effects of an evolutionary-thinking academic atmosphere in postgraduate students' belief in God/religious belief,2012,,10.1590/S0001-37652012005000023,Anais da Academia Brasileira de Ciências (Impresso),13765,84,,2,551,554,,"Dias, I.A. ;WILLEMART, R. H. ;Marques, A.C.",2016
124,Zoologia,Morfologia e ecologia sensorial em aracnídeos troglóbios: perspectivas para a espeleobiologia brasileira,2013,,,Revista da Biologia,19845154,10,,2,46,51,,"WILLEMART, R. H. ;Taques, B.G.",2016
124,Zoologia,Gregarious behavior of two species of Neotropical harvestmen (Arachnida: Opiliones: Gonyleptidae),2012,,10.1636/hi11-12.1,The Journal of Arachnology,1618202,40,,2,256,258,,"CHELINI, M.C. ;WILLEMART, R. H. ;GNASPINI, Pedro",2016
124,Zoologia,Intense leg tapping behavior by the harvestman Mischonyx cuspidatus</i> (Gonyleptidae): an undescribed defensive behavior in Opiliones?,2014,,10.1636/hi12-06.1,The Journal of Arachnology,1618202,42,,1,123,125,,"Dias, B.C. ;Souza, E.S. ;HARA, M. R. ;WILLEMART, R. H.",2016
124,Zoologia,Behavioral analysis of the interaction between the spitting spider Scytodes globula (Araneae: Scytodidae) and the harvestman Discocyrtus invalidus (Opiliones: Gonyleptidae),2012,,10.1636/hill-86.1,The Journal of Arachnology,1618202,40,,3,332,337,,"CARVALHO, L. A. ;Souza, E.S. ;WILLEMART, R. H.",2016
124,Zoologia,The effectiveness of post-contact defenses in a prey with no pre-contact detection,2013,,10.1016/j.zool.2012.12.001,Zoology (Jena),9442006,116,,,168,174,,"Dias, B.C. ;WILLEMART, R. H.",2016
124,Zoologia,Soil type preference and the coexistence of two species of wandering spiders (C tenus amphora</i> and C. crulsi</i> : Ctenidae) in a rainforest in Central Amazonia,2013,,10.1636/p12-59.1,The Journal of Arachnology,1618202,41,,1,85,,,"PORTELA, E. ;WILLEMART, R. H. ;GASNIER, T. R.",2016
124,Zoologia,Walk it off: predictive power of appendicular characters toward inference of higher-level relationships in Laniatores (Arachnida: Opiliones),2014,,10.1111/cla.12029,Cladistics (Westport. Print),7483007,30,,2,120,138,,"GAINETT, G ;SHARMA, P. ;Pinto da Rocha, R ;Giribet G ;WILLEMART, R. H.",2016
124,Zoologia,"Associative learning in a harvestman (Arachnida, Opiliones)",2013,,10.1016/j.beproc.2013.07.021,Behavioural Processes (Print),3766357,100,,,64,66,,"Santos, G.C. ;HOGAN, J. ;WILLEMART, R. H.",2016
124,Zoologia,"Neotropical harvestmen (Arachnida, Opiliones) use sexually dimorphic glands to spread chemicals in the environment",2014,,10.1016/j.crvi.2014.01.004,Academie des Sciences. Comptes Rendus. Biologies,16310691,,,,269,275,,"FERNANDES, N. ;WILLEMART, R. H.",2016
124,Zoologia,"Delicate fangs, smart killing: the predation strategy of the recluse spider",2015,,10.1016/j.anbehav.2014.12.025,Animal Behaviour,33472,101,,,169,177,,"Segovia, JMG ;Del-Claro, K ;WILLEMART, R. H.",2016
124,Zoologia,Defences of a Neotropical harvestman against different levels of threat by the recluse spider,2015,,10.1163/1568539X-00003252,Behaviour (Leiden. Print),57959,152,,6,757,773,,"Segovia, JMG ;Del-Claro, K ;WILLEMART, R. H.",2016
124,Zoologia,Strong seasonality and clear choice of resting plant in a Neotropical harvestman (Arachnida: Opiliones),2015,,10.1636/0161-8202-43.2.207,The Journal of Arachnology,1618202,43,,,207,213,,"Pagoti, GF ;WILLEMART, R. H.",2016
124,Zoologia,"Foraging, oviposition sites and notes on the natural history of the harvestman <italic>Heteromitobates discolor</italic> (Opiliones, Gonyleptidae)",2015,,10.1590/1676-06032015018614,Biota Neotropica (Online. Edição em Inglês),16760611,15,,3,1,5,,"Silva, NFS ;WILLEMART, R. H.",2016
124,Zoologia,Mode of use of sexually dimorphic glands in a Neotropical harvestman (Arachnida: Opiliones) with paternal care,2015,,10.1080/00222933.2015.1006283,Journal of Natural History,222933,49,,,1,11,,"MURAYAMA, G.P. ;WILLEMART, R.H.",2016
124,Zoologia,"The Scent Glands of the Neotropical Harvestman Discocyrtus pectnifemur: Morphology, Behavior and Chemistry",2015,,10.1007/s10886-015-0612-8,Journal of Chemical Ecology,15731561,online,,,1,8,,"Segovia, JMG ;HARA, M. R. ;Pagoti, GF ;Sannomyia M ;SANTOS, D. Y. ;WILLEMART, R. H.",2016
124,Zoologia,Do sexually dimorphic glands in the harvestman Gryne perlata (Arachnida: Opiliones) release contact pheromones during mating?,2016,,10.14411/eje.2016.022,"European Journal of Entomology (Ceské Budejovice, Print)",12105759,113,,,184,191,,"DIAS, J. M. ;WILLEMART, R. H.",2016
124,Zoologia,O estudo dos opiliões sulamericanos,2015,,,Boletim Informativo (Sociedade Brasileira de Zoologia),18080812,XXXVII,,115,6,9,,"Pinto da Rocha, R. ;WILLEMART, R. H.",2016
124,Zoologia,"Prey capture behavior in three Neotropical armored harvestmen (Arachnida, Opiliones)",2016,,10.1007/s10164-016-0464-x,Journal of Ethology,2890771,34,,,183,190,,"COSTA, THAIANY M. ;SILVA, NORTON F. S. ;Willemart, Rodrigo H.",2016
124,Zoologia,Costly learning: preference for familiar food persists despite negative impact on survival,2016,,10.1098/rsbl.2016.0256,Biology Letters (Print),17449561,12,,,20160256,,,"COSTA, T. M. ;Hebets, E. A. ;MELO, D. ;WILLEMART, R. H.",2016
124,Zoologia,Changes in nymphal morphometric values and tarsal microstructures during postembryonic development in the Neotropical harvestman (Opiliones: Gonyleptidae),2016,,10.1636/M15-83.1,The Journal of Arachnology,1618202,44,,3,330,346,,"RAMIN, A. Z. ;WILLEMART, R. H. ;GNASPINI, Pedro",2016
124,Zoologia,"The predation strategy of the recluse spider Loxosceles rufipes (Lucas, 1834) against four prey species",2016,,10.1007/s10905-016-9578-9,Journal of Insect Behavior,8927553,online,,,1,12,,"GARCIA, L. F. ;FRANCO, V. ;ROBLEDO, L. ;VIERA, C. ;LACAVA, M. ;WILLEMART, R. H.",2016
124,Zoologia,"Ultrastructure of chemoreceptive tarsal sensilla in an armored harvestman and evidence of olfaction across Laniatores (Arachnida, Opiliones)",2017,,10.1016/j.asd.2016.12.005,Arthropod Structure & Development,14678039,,,,1,17,,"GAINETT, G ;MICHALIK, P. ;MULLER, C. ;Giribet G ;TALARICO, G. ;WILLEMART, R.H.",2016
124,Zoologia,Proximate factors and potential benefits influencing selection of for shelter by the harvestman spec.,2017,,10.1111/eea.12570,Entomologia Experimentalis et Applicata,138703,,,,1,10,,"Pagoti, GF ;PENAFLOR, M. F. ;Marabesi AB ;BENTO, J. M. S. ;WILLEMART, R.H.",2016
124,Zoologia,Chemical sex recognition in the harvestman Discocyrtus prospicuus (Arachnida: Opiliones),2017,,10.1007/s10211-017-0264-5,ACTA ETHOLOGICA,8739749,,,,1,7,,"FERNANDES, N. ;STANLEY, E. ;COSTA, F. ;TOSCANO-GADEA, C. A. ;WILLEMART, R.H.",2016
124,Zoologia,On the habitat use of the Neotropical whip spider Charinus asturius (Arachnida: Amblypygi),2018,,10.3897/zoologia.35.e12874,Zoologia,19844689,35,,,1,6,,"Segovia, JMG ;NECO, L. ;WILLEMART, R.H.",2016
124,Zoologia,"Putative thermo-/hygroreceptive tarsal sensilla on the sensory legs of an armored harvestman (Arachnida, Opiliones)",2017,,10.1016/j.jcz.2017.10.004,ZOOLOGISCHER ANZEIGER,445231,270,,,81,97,,"GAINETT, G ;MICHALIK, P. ;MUELLER, C. ;Giribet G ;TALARICO, G. ;WILLEMART, R.H.",2016
124,Zoologia,Putative adhesive setae on the walking legs of the Paleotropical harvestman Metibalonius sp. (Arachnida: Opiliones: Podoctidae),2018,,,JOURNAL OF ARACHNOLOGY,1618202,46,,,62,68,,"GAINETT, G ;SHARMA, P. ;Giribet, Gonzalo ;WILLEMART, R.H.",2016
124,Zoologia,"Sticky flatworms (Platyhelminthes) kill armored harvestmen (Arachnida, Opiliones) but are not immune to the prey-s weapons",2018,,10.1111/jzo.12570,JOURNAL OF ZOOLOGY,9528369,,,,1,7,,"SILVA, M. ;WILLEMART, R.H. ;Carbayo FB",2016
124,Zoologia,"The sensory equipment of a sandokanid: An extreme case of tarsal reduction in harvestmen (Arachnida, Opiliones, Laniatores)",2018,,10.1002/jmor.20843,JOURNAL OF MORPHOLOGY,3622525,1,,,1,18,,"GAINETT, G ;SHARMA, P. ;Giribet G ;WILLEMART, R.H.",2016
124,Zoologia,"A Neotropical armored harvestman (Arachnida, Opiliones) uses proprioception and vision for homing",2018,,10.1163/1568539x-00003503,BEHAVIOUR,57959,155,,,793,815,,"SILVA, NORTON F. S. ;FOWLER-FINN, K. ;MORTARA, S. ;WILLEMART, R.H.",2016
124,Zoologia,Evolution of a sensory cluster on the legs of Opiliones (Arachnida) informs multi-level phylogenetic relationships,2019,,,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,244082,0,,,1,23,,"GAINETT, G ;SHARMA, P. ;FERNANDES, N. ;Pinto da Rocha, R ;Giribet G ;WILLEMART, R.H.",2016
124,Zoologia,Are trichobothria used in terrestrial prey capture in the yellow scorpion Tityus serrulatus Lutz & Mello 1922 (Buthidae)?,2019,,,Arachnology,20509936,18,,3,281,287,,"MURAYAMA, G.P. ;WILLEMART, R. H.",2016
124,Zoologia,Detection of conspecifics through olfaction in the Neotropical harvestman Mischonyx cuspidatus (Arachnida: Opiliones),2020,,10.1636/0161-8202-48.1.94,JOURNAL OF ARACHNOLOGY,1618202,48,,,94,97,,"DIAS, J. M. ;Segovia, JMG ;WILLEMART, R. H.",2016
124,Zoologia,Starvation decreases behavioral consistency in a Neotropical harvestman,2019,,10.1007/s10211-019-00327-5,ACTA ETHOLOGICA,8739749,22,,3,203,208,,"SEGOVIA, JÚLIO M. G. ;MOURA, RAFAEL RIOS ;Willemart, Rodrigo H.",2016
124,Zoologia,"On the function of the spoon-shaped pedipalps of harvestmen in the family Cosmetidae (Opiliones, Laniatores)",2019,,10.1080/00222933.2019.1692086,JOURNAL OF NATURAL HISTORY,222933,53,,33-34,2087,2098,,"Pagoti, GF ;PORTELA, E. ;CAMPANHA, J. ;DIAS, J. M. ;WILLEMART, R. H.",2016
124,Zoologia,Sexual differences in weaponry and defensive behavior in a neotropical harvestman,2019,,10.1093/cz/zoy073,Current Zoology,23969814,65,,5,553,558,,"SEGOVIA, JÚLIO M G ;MURAYAMA, GABRIEL P ;WILLEMART, RODRIGO H",2016
124,Zoologia,Predatory behavior and sensory morphology of the whip spider Charinus asturius (Arachnida: Amblypygi),2020,,10.1007/s10164-020-00648-0,JOURNAL OF ETHOLOGY,2890771,38,,3,1,8,,"SEGOVIA, JULIO M. G. ;GAINETT, GUILHERME ;Willemart, Rodrigo H.",2016
124,Zoologia,Convergent evolution of sexually dimorphic glands in an amphi-Pacific harvestman family,2020,,10.1071/is20010,INVERTEBRATE SYSTEMATICS,14455226,34,,8,871,892,,"GAINETT, G ;WILLEMART, R. H. ;Giribet G ;SHARMA, P.",2016
124,Zoologia,"Water locomotion and survival under water in a riparian harvestman (Opiliones, Arachnida)",2020,,10.1016/j.beproc.2020.104220,BEHAVIOURAL PROCESSES,3766357,179,,,104220,,,"Silva, NFS ;Pagoti, GF ;WILLEMART, R. H.",2016
124,Zoologia,Do predators react differently to dangerous and larger prey? The case of a mygalomorph generalist spider preying upon insects,2020,,10.1016/j.zool.2020.125863,ZOOLOGY,9442006,145,,,125863,,,"GARCIA, L. F. ;RAVE, C. ;ARCILA, K. ;GARCIA, C. ;ROBLEDO-OSPINA, L. E. ;WILLEMART, R. H.",2016
124,Zoologia,"Protein Components of the Arthrodial Membrane Gland in a Neotropical Harvestman (Arachnida, Opiliones)",2021,,10.1021/acsomega.1c02525,ACS Omega,24701343,6,,,35250,35255,,"DOS SANTOS SILVA, NORTON FELIPE ;WILLEMART, RODRIGO HIRATA ;CUNHA DA SILVA, JOSÉ ROBERTO MACHADO ;DA SILVA JUNIOR, PEDRO ISMAEL",2016
124,Zoologia,"Voracity, reaction to stings, and survival of domestic hens when feeding on the yellow scorpion (Tityus serrulatus)",2022,,10.1590/1678-9199-JVATITD-2021-0050,JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,16789199,28:e20,,,1,7,,"MURAYAMA, GABRIEL PIMENTA ;PAGOTI, GUILHERME FERREIRA ;GUADANUCCI, JOSÉ PAULO LEITE ;WILLEMART, RODRIGO HIRATA",2016
124,Zoologia,First experimental evidence that a harvestman (Arachnida: Opiliones) detects odors of non-rotten dead prey by olfaction,2013,,10.1590/s1984-46702013000300018,Zoologia (Curitiba. Impresso),19844670,30,,3,359,361,,"COSTA, T. M. ;WILLEMART, R. H.",2016
130,Zoologia,"Projeto Dinossauros do Brasil, Um Projeto Cientifico Cultural",1993,Brasil,,ACTA GEOLOGICA LEOPOLDENSIA,,15,36,,121,122,,"AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K ;GARCIA, A. J. V.",2019
130,Zoologia,Os Dinossauros Triassicos do Sul do Brasil. Dados e Perspectivas,1993,Brasil,,ACTA GEOLOGICA LEOPOLDENSIA,,15,36,,128,130,,"AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,"Novas Pegadas de Dinossauros Em Sousa, Estado da Paraiba, Brasil",1993,Brasil,,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,,65,4,,278,283,,"AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,"Tempestades de Inverno e Altas Taxas de Mortalidade de Repteis Mesos- Sauros. Um Exemplo A Partir do Afloramento Passo de Sao Borja, Rio Grande do Sul, Brasil.",1992,Brasil,,PESQUISAS,,18,,,64,70,,"LAVINA, E. L. ;ARAUJO-BARBERENA, D. C. ;AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,Novas Evidencias Bioestratigraficas e Paleoecologicas da Evolucao Ex- Plosiva dos Rincossauros do Triassico,1990,Brasil,,PAULA-COUTIANA,,4,,,23,33,,"AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K ;SCHULTZ, C. L. ;BARBERENA, M. C.",2019
130,Zoologia,"Dados Preliminares Sobre A Ocorrencia de Uma Nova Forma de Rincossauropara O Triassico do Rio Grande do Sul, Brasil",1990,Brasil,,PAULA-COUTIANA,,4,,,35,44,,"SCHULTZ, C. L. ;AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,Evidencias de Correlacao Entre A Formacao &quot;Yaguari&quot; (Membros Inferior e Superior) e As Formacoes Rio do Rasto e Sanga do Cabral.,1985,Brasil,,PESQUISAS,,17,,,112,121,,"AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K ;LAVINA, E. L. ;BARBERENA, M. C. ;FERRANDO, L. ;ANDREIS, R. R.",2019
130,Zoologia,Contribuicao A Estratigrafia e Paleoambiente da Formacao Tacuarembo Nonorte do Uruguai.,1985,Brasil,,PESQUISAS,,17,,,5,23,,"LAVINA, E. L. ;AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K ;BARBERENA, M. C. ;FERRANDO, L.",2019
130,Zoologia,Sobre A Presenca de Scaphonyx Sanjuanensis No Neotriassico do Brasil.,1984,Brasil,,PESQUISAS,,16,,,69,75,,"AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,O Museu Nacional e Os Dinossauros,1991,Brasil,,,,,,,0,0,"BRASILIA, DF","AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,Dinossauros No Brasil,1993,Brasil,,,,,,,0,0,"RIO DE JANEIRO, RJ","AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,O Fim dos Dinossauros,1993,Brasil,,,,,,,0,0,"RIO DE JANEIRO, RJ","AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,O Clube Responde,1993,Brasil,,,,,,,0,0,"UBERABA, MG","AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,"Paleoecologia de Prestosuchus Chiniquensis Huene, 1942. Inter-Relações Paleoecológicas Entre As Faunas Reptilianas do Triássico Sul-Brasileiro",1995,Brasil,,Anais da Academia Brasileira de Ciências,,67,2,,55,59,Rio de Janeiro,"AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,"Estudo Morfo-Funcional do Aparelho Maxilo-Mandibular de Prestosuchus Chiniquensis Huene, 1942",1995,Brasil,,Anais da Academia Brasileira de Ciências,,67,1,,61,65,Rio de Janeiro,"AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,O Cretáceo da Região de Uberaba - Paleovertebrados (Roteiro de Excursão),1995,Brasil,,Publicação Especial do XIV Congresso Brasileiro de Paleontologia,,1,1,,1,16,"Uberaba, MG","CAPILLA, R. ;AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,"Um Dipnóico da Formação Brejo Santo, Chapada do Araripe, Ceará, Brasil",1996,Brasil,,Acta Geológica leopoldensia,,19,43,,43,58,São Leopoldo,"SILVA, V. G. ;AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,Deriva Continental e Tectônica de Placas,1994,Brasil,,Ecologia e Desenvolvimento,,42,,,26,28,"Rio de Janeiro, RJ","AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K ;LAVINA, E. L. C.",2019
130,Zoologia,O Tamanho dos Ovos dos Dinossauros,1994,Brasil,,Ecologia e Desenvolvimento,,43,Sup,,8,9,"Rio de Jnaiero, RJ","AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,Em Busca do Dna Perdido,1994,Brasil,,Ciência Hoje,,17,98,,10,11,"Rio de Janeiro, RJ","AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
130,Zoologia,Brasil: Berço dos Dinossauros,1994,Brasil,,Revista do Dinossauro,,3,,,5,6,"São Paulo, SP","AZEVEDO, S. A. K.;Azevedo, S.;AZEVEDO, S. A.;Azevedo, S;AZEVEDO, SERGIO A. K.;DE AZEVEDO, SERGIO ALEX KUGLAND;AZEVEDO, S.A.K.;AZEVEDO, SÉRGIO A K",2019
